3.66 0.189944 -0.112877
3.67 0.188785 -0.119033
3.68 0.187564 -0.12515
3.69 0.186282 -0.131227
3.7 0.184939 -0.137262
3.71 0.183537 -0.143252
3.72 0.182074 -0.149197
3.73 0.180553 -0.155094
3.74 0.178973 -0.16094
3.75 0.177334 -0.166735
3.76 0.175638 -0.172477
3.77 0.173885 -0.178163
3.78 0.172075 -0.183791
3.79 0.170209 -0.18936
3.8 0.168288 -0.194868
3.81 0.166312 -0.200314
3.82 0.164282 -0.205695
3.83 0.162198 -0.211009
3.84 0.160062 -0.216255
3.85 0.157874 -0.221432
3.86 0.155634 -0.226537
3.87 0.153343 -0.231569
3.88 0.151003 -0.236526
3.89 0.148613 -0.241406
3.9 0.146175 -0.246209
3.91 0.143689 -0.250931
3.92 0.141156 -0.255573
3.93 0.138578 -0.260132
3.94 0.135954 -0.264607
3.95 0.133286 -0.268996
3.96 0.130574 -0.273297
3.97 0.12782 -0.27751
3.98 0.125024 -0.281633
3.99 0.122188 -0.285665
4 0.119311 -0.289604
4.01 0.116396 -0.293449
4.02 0.113443 -0.297199
4.03 0.110452 -0.300852
4.04 0.107426 -0.304407
4.05 0.104365 -0.307864
4.06 0.101269 -0.31122
4.07 0.0981405 -0.314475
4.08 0.0949799 -0.317628
4.09 0.0917883 -0.320677
4.1 0.0885667 -0.323622
4.11 0.0853162 -0.326462
4.12 0.0820379 -0.329195
4.13 0.0787327 -0.331821
4.14 0.0754018 -0.334338
4.15 0.0720463 -0.336747
4.16 0.0686672 -0.339046
4.17 0.0652657 -0.341234
4.18 0.0618429 -0.343311
4.19 0.0583999 -0.345276
4.2 0.0549378 -0.347128
4.21 0.0514577 -0.348867
4.22 0.0479608 -0.350491
4.23 0.0444483 -0.352002
4.24 0.0409212 -0.353397
4.25 0.0373807 -0.354677
4.26 0.033828 -0.355841
4.27 0.0302643 -0.356889
4.28 0.0266906 -0.35782
4.29 0.0231083 -0.358634
4.3 0.0195183 -0.359331
4.31 0.015922 -0.359911
4.32 0.0123205 -0.360372
4.33 0.00871499 -0.360716
4.34 0.0051066 -0.360942
4.35 0.00149654 -0.36105
4.36 -0.00211401 -0.36104
4.37 -0.00572387 -0.360912
4.38 -0.00933186 -0.360666
4.39 -0.0129368 -0.360302
4.4 -0.0165375 -0.35982
4.41 -0.0201328 -0.35922
4.42 -0.0237215 -0.358503
4.43 -0.0273025 -0.357669
4.44 -0.0308745 -0.356718
4.45 -0.0344364 -0.35565
4.46 -0.0379871 -0.354466
4.47 -0.0415254 -0.353167
4.48 -0.0450501 -0.351752
4.49 -0.04856 -0.350222
4.5 -0.0520541 -0.348577
4.51 -0.0555312 -0.346819
4.52 -0.0589901 -0.344948
4.53 -0.0624298 -0.342964
4.54 -0.065849 -0.340868
4.55 -0.0692468 -0.33866
4.56 -0.0726219 -0.336343
4.57 -0.0759732 -0.333915
4.58 -0.0792998 -0.331379
4.59 -0.0826005 -0.328735
4.6 -0.0858741 -0.325983
4.61 -0.0891198 -0.323126
4.62 -0.0923363 -0.320163
4.63 -0.0955227 -0.317096
4.64 -0.0986779 -0.313926
4.65 -0.101801 -0.310653
4.66 -0.104891 -0.30728
4.67 -0.107946 -0.303806
4.68 -0.110966 -0.300234
4.69 -0.11395 -0.296564
4.7 -0.116897 -0.292798
4.71 -0.119806 -0.288937
4.72 -0.122676 -0.284982
4.73 -0.125505 -0.280935
4.74 -0.128294 -0.276796
4.75 -0.131041 -0.272568
4.76 -0.133745 -0.268251
4.77 -0.136406 -0.263847
4.78 -0.139022 -0.259358
4.79 -0.141593 -0.254785
4.8 -0.144117 -0.250129
4.81 -0.146595 -0.245393
4.82 -0.149025 -0.240577
4.83 -0.151406 -0.235683
4.84 -0.153738 -0.230713
4.85 -0.15602 -0.225669
4.86 -0.158252 -0.220552
4.87 -0.160431 -0.215363
4.88 -0.162559 -0.210105
4.89 -0.164633 -0.204779
4.9 -0.166654 -0.199387
4.91 -0.168621 -0.193931
4.92 -0.170532 -0.188412
4.93 -0.172389 -0.182833
4.94 -0.174189 -0.177194
4.95 -0.175932 -0.171499
4.96 -0.177619 -0.165748
4.97 -0.179247 -0.159944
4.98 -0.180817 -0.154089
4.99 -0.182329 -0.148184
5 -0.183781 -0.142231
5.01 -0.185173 -0.136233
5.02 -0.186505 -0.13019
5.03 -0.187777 -0.124106
5.04 -0.188987 -0.117982
5.05 -0.190136 -0.111821
5.06 -0.191224 -0.105623
5.07 -0.192249 -0.0993914
5.08 -0.193211 -0.0931279
5.09 -0.194111 -0.0868345
5.1 -0.194948 -0.0805133
5.11 -0.195721 -0.0741662
